deu	yid
Sturz	אַראָפּשלײַדערן
Südamerika	דרום אמעריקע
Südasien	דרום־אַזיע
Symphonie	סימפֿאָניע
Tanne	יאָדלע
Tapir	טאפיר
Teil	טײל
Tempel	שול
Thunfisch	טונפֿיש
Tier	חיה
Toleranz	טאָלעראַנציע
Tor	טויער
Ukraine	אוקראַינע
Ungeduld	אומגעדולד
unterschiedlich	פֿאַרשיידן
verschieden	פֿאַרשיידן
unvergesslich	אומפֿאַרגעסלעך
Ursprung	מקור
Ursprung	שורש
Wurzel	מקור
Wurzel	שורש
Uruguay	אורוגוויי
USA	פֿש״אַ
Vater	טאַטע
Vater	פֿאָטער
Venezuela	װענעזװעלע
Venezuela	װענעזװעלע
Venus	װענוס
Vereinigten Staaten	פאראייניקטע שטאטן פון אמעריקע
Vereinigten Staaten	פאראייניקטע שטאטן פון אמעריקע
Vereinigten Staaten	פֿאַראייניקטע שטאַטן
Vereinigten Staaten	די פֿאַראײניקטע שטאַטן
Vereinigten Staaten	פֿש׳אַ
Vereinigten Staaten	פֿ׳ש
Vereinigtes Königreich	פאראייניגטע קעניגרייך
Vereinigtes Königreich	פֿאַראייניגטע קעניגרייך
GB	פֿאַראייניגטע קעניגרייך
Vereinte Nationen	יו-ען
verständlich	קלאָר
verständlich	פֿאַרשטענדלעך
viel	אַ סך
Vielfraß	פֿרעסער
Freßsack	פֿרעסער
Vizepräsident	וויצע פרעזידענט
vulkanisch	וווּלקאַניש
Waffe	געווער
Waffensystem	געווער
Waise	יעסוימע
Waise	יאָסעם
Waisenkind	יעסוימע
Waisenkind	יאָסעם
Waisenknabe	יעסוימע
Waisenknabe	יאָסעם
Vollwaise	יעסוימע
Vollwaise	יאָסעם
Waisenmädchen	יעסוימע
Waisenmädchen	יאָסעם
Halbwaise	יעסוימע
Halbwaise	יאָסעם
Elternlose	יעסוימע
Elternlose	יאָסעם
Waisenjunge	יעסוימע
Waisenjunge	יאָסעם
Elternloser	יעסוימע
Elternloser	יאָסעם
Wand	וואַנט
Wassermelone	קאַווענע
Wecker	וועקער
Weib	באַבע
weiß	װײַס
weiß	װײַס
Welt	וועלט
wenn	אַז
wenn	כּלומרשט
werden	זאָלן
werden	וואָלט
wesentlich	וויכטיק
wichtig	וויכטיק
belangreich	וויכטיק
Wespe	וועספּ
Wetter	וועטער
Wettkampf	מאַטש
Wettspiel	מאַטש
Widder	באַראַן
Wind	װינט
Winter	װינטער
Winter	װינטער
Winter	װינטער
Winter	װינטער
Winter	װינטער
Winter	װינטער
Winterzeit	װינטער
Wintersaison	װינטער
wirklich	אין דער אמתן
wirklich	טאַקע
wirklich	באמת
wirklich	אויף אַן אמת
Wissenschaft	װיסנשאַפֿט
Wiſſenſchaft	װיסנשאַפֿט
Woche	וואָך
Woche	װאָך
Wort	װאָרט
Wort	װאָרט
Wortart	ווערטערקלאַס
Redeteil	ווערטערקלאַס
Sprachteil	ווערטערקלאַס
Wortart	וואָרטקלאַס
Wunder	נס
würzen	צוריכטן
Wüste	מידבר
Wüſte	מידבר
Wüste	מדבר
Yoga	יאָגאַ
Zaun	פּלויט
Hag	פּלויט
Fenz	פּלויט
Fence	פּלויט
Zeitgeist	צײַטגײַסט
Zeitung	צײַטונג
Zeitung	בלאַט
Zeitung	טאָגבלאַט
Zeitung	טאָגצײַטונג
Ziege	ציג
Zucker	צוקער
Zunge	צונג
Zweifel	ספֿק
Zwillinge	צווילינג
zwölf	צוועלף
Zypern	קיפּראָס
Zypern	קיפּראָס
-n	בין
So	זונטיק
frohe Weihnachten	פֿרײלעכע ניטל
-e	שבת
Samstag -s	שבת
Sonnabend -s	שבת
Stuhl -s	שטול
Std.	שעה
Rotes Kreuz	רױטע קרײץ
Abner	אבנר בן נר
Aristoteles	אַריסטו
Ariſtoteles	אַריסטו
Arm	אָרעם
Domain Name System	די.ען.עס. סערווער
Fuß	פֿוס
gelb	געל
Husten	הוסט
Mähren	מעהרען
Marx	מארקס
recht	רעכט
Schreiben	שריפֿט
Schuppen	שופּן
Kopfschuppen	שופּן
student	סטודענט
student	לערנער
Transsexualität	טרענסעקסואליזם
Unbekannt	אומבאַוואוסטע שטאָט
violett	וויאָלעט
Weiss	ווײַס
Weiß	ווײַס
Worms	װארמז
Zeichnen	צײכענען
Fr.	פֿרײַטיק
anarchistisch	אַנאַרכיסטיש
Schickse	שיקסע
Schicksel	שיקסע
Schicksl	שיקסע
Schicks	שיקסע
Schalom	שלום
Schlüssel -s	שליסל
-n	קאַווענע
Arbuse	קאַווענע
Kehillah	קהילה
Türklinke	קליאַמקע
Zaddik	צדיק
Israelische Streitkräfte	צה"ל
-n	פֿעדער
-n	פרוזשינע
-n	ספרונזשינע
-n	פֿראַגע
Sarkạsmus	סאַרקאַזם
Nisan	ניסן
Niſan	ניסן
- s	מזל
- s	גליק
- s	מזל־ברכה
- s	דיצה
- s	חדװה
Kislew	כּיסלו
Tempel -s	טעמפּל
Tempel -s	בית־המיקדש
Tempel -s	שול
Tempel -s	היכל
-e	זאַלץ
Salz -es	זאַלץ
Glas -es	גלאָז
-en	בטחון
-en	האָפֿונג
Tachykardie	טאַטשיקאַרדיאַ
Herzjagen	טאַטשיקאַרדיאַ
St. Helena	סט העלענע
Himalaja	הימאַלײַע
Buch der Psalmen	ספר תהילים
Mount Everest	עווערעסט
Elektrolokomotive	עלֿעקטראָלאָקאָמאָטיװ
-s	עלֿעקטראָלאָקאָמאָטיװ
Ellok	עלֿעקטראָלאָקאָמאָטיװ
NaN	NaN
Altpersisch	אַלט פּערסיש
Alabama	אלאבאמא
Baruch Spinoza	ברוך שפינאזע
Bethel	ווייט לעיק
Berliner Mauer	בערלינער וואנט
Ludwik Lejzer Zamenhof	לייזער זאמענהאף
René Descartes	רענע דעקארט
Dnepr	דניעפער
Friedensvertrag von Versailles	אפמאך פון ווערסיי
Harry Potter und der Gefangene von Askaban	האַרי פּאָטער און דער אַרעסטאַנט פֿון אַזקאַבאַן
Harry Potter und der Gefangene von Aſkaban	האַרי פּאָטער און דער אַרעסטאַנט פֿון אַזקאַבאַן
Harry Potter und der Feuerkelch	האַרי פּאָטער און דער בעכער פֿון פֿײַער
Haifa	חיפה
Jimmy Carter	זשימי קארטער
Küstenmammutbaum	סיקווויאַ
Condoleezza Rice	קאנדאליזא רייס
Kurów	קאריוו
London Underground	לאנדאנער אונטערגרונד
Łódź	לאדזש
Lodz	לאדזש
Lodsch	לאדזש
Litzmannstadt	לאדזש
American Museum of Natural History	מוזיעם אפ נעטרואל היסטארי
Niels Bohr	ניעלס באהר
The New York Times	ניו יארק טיימס
New York Post	ניו יארק פאסט
Pierre Trudeau	פיער עליאט טראדאו
Stimmlippe	שטים בענדער
Josef Stalin	דזשאזעף סטאלין
Wal-Mart	וואל-מארט
Pu der Bär	וויני־דער־פּו
Brahmaputra	בראַהמאַפּוטראַ
Averroës	איבן ראשד
Jojachin	יהויכין
Haman	המן
Sprüche der Väter	מסכת אבות
TriBeCa	טרייבעקא
Pussycat Dolls	פוסיקאט דאלז
Microsoft Access	עקסעס
Lockheed Martin F-35	F-35 לייטנינג II
Oświęcim	אָשפּיצין
Oświęcim	אוישוויץ
Auschwitz	אָשפּיצין
Auschwitz	אוישוויץ
Rosch ha-Schana	ראָש־השנה
Washington D. C.	וואשינגטאן די סי
Chaim Ramon	חיים רמון
Joint Distribution Committee	דזשױנט
Neturei Karta	נטורי קרתא
Ruth Westheimer	רות וועסטהיימער
Mitt Romney	מיט ראמני
Haggada	אגדה
Jojakim	יהויקים
Judentum in Litauen	ליטוואק
Askalon	אשקלון
Tiberias	טבריה
Google Reader	גוגעל רידער
Raphael	רפֿאל
Catskill Mountains	קעטסקילס
Megilla	מסכת מגילה
Israelische Unabhängigkeitserklärung	זעלבסשטענדיקייט דעקלעראציע
Maybach	מייבאק
Mahiljou	מאָלעוו
Mogiljow	מאָלעוו
Mogilew	מאָלעוו
National Security Agency	NSA
Rosch Chodesch	ראש חודש
Uetze	ועטזע
Waschti	ושתי
John Abbott	דזשאן אבאט
Microsoft Windows XP	ווינדאס XP
Microsoft Windows XP	ווינדאס XP
Damaskustor	שער שכם
GNU-Lizenz für freie Dokumentation	GNU - לייסענס פאר פרייע דאקומענטאציע
George Pataki	דזשארזש פאטאקי
Matt Damon	מעט דעימאן
The Jerusalem Post	דזשערוסאלעם פאסט
Bruststück	ברוסט
Maximalismus	מאַקסימאַליזם
Panzerzug	פּאַנצערצוג
Prahlsucht	באַרימערישקײט
Ruhmredigkeit	באַרימערישקײט
vorm.	פֿאַרמיטאָג
-e	אַבסינט
Absinth -s	אַבסינט
-e	װײן
Wein -s	װײן
Regen -s	רעגן
-en	קליידונג
Komorisch	קאמאריש
ich brauche ein Wörterbuch	איך דאַרף אַ ווערטערבוך
McDonald's	מאַקדאָנאַלדס
Mäckes	מאַקדאָנאַלדס
nieder mit	דאָלוי
urin	יורינע
Kongo-Kinshasa	קאנגא־קינשאַזע
Kongo (Demokratische Republik)	קאנגא־קינשאַזע
psychologie	פסיכאלאגיע
Vater unser	אונדזער פֿאָטער
Japanische Yen	יאפאנעזישע יען
Rut	רות
Die Offenbarung des Johannes	די אַנטפּלעקונג פֿון יוחנן
Albanisch	אַלבאַניש
Amharisch	אַמהאַריש
Arabisch	אַראַביש
Aserbaidschanisch	אַזערבײַדזשאַניש
Aserbeidschanisch	אַזערבײַדזשאַניש
Bretonisch	ברעטאָניש
Bulgarisch	בולגאַריש
Dänisch	דעניש
ich	איך
Irisch	איריש
Italienisch	איטאַליעניש
Japanisch	יאַפּאַניש
Jiddisch	ייִדיש
Kasachisch	קאַזאַכיש
Lettisch	לעטיש
Slowakisch	סלאוואַקיש
suchen	זוכן
Tschechisch	טשעכיש
Türkisch	טערקיש
Ungarisch	אונגאַריש
Usbekisch	אוזבעקיש
wählen	קלײַבן
jiddisch	ייִדיש
Serbe	סערביש
Serbin	סערביש
-	דעמב
-	גאָלד
Gold - s	גאָלד
Abdomen	בויך
Bauch	בויך
Unterleib	בויך
abfüllen	אָננעמען
abfüllen	אָנפּראָפּן
anfüllen	אָננעמען
anfüllen	אָנפּראָפּן
auffüllen	אָננעמען
auffüllen	אָנפּראָפּן
einfüllen	אָננעמען
einfüllen	אָנפּראָפּן
füllen	אָננעמען
füllen	אָנפּראָפּן
Abgang	אָפּזיפּ
Abstecher	אויספֿלוג
Abstecher	עקסקורסיע
Ausflug	אויספֿלוג
Ausflug	עקסקורסיע
Abstimmung	אָפּשטים
Abstimmung	אָפּשטימונג
Stimmabgabe	אָפּשטים
Stimmabgabe	אָפּשטימונג
ab und zu	צו מאָל
manchmal	צו מאָל
zuweilen	צו מאָל
achten	אַכטן
achtzehn	אַכצן
achtzig	אַכציק
Adjektiv	אדיעקטיוו
Administration	אַדמיניסטראַציע
Administration	אָנפֿירונג
Führung	אַדמיניסטראַציע
Führung	אָנפֿירונג
Regie	אַדמיניסטראַציע
Regie	אָנפֿירונג
Verwaltung	אַדמיניסטראַציע
Verwaltung	אָנפֿירונג
Adverb	אַדווערב
Afghanistan	אפגאניסטאן
Aikido	אײַקידאָ
Akkord	אַקאָרד
Algerien	אלדזשיר
Alimente	אַלימענטן
allein	אַליין
Alphabet	אלף־בית
Abecedarium	אלף־בית
altmodisch	אַלטמאָדיש
altmodisch	אַלטפֿרענקיש
mittelalterlich	אַלטמאָדיש
mittelalterlich	אַלטפֿרענקיש
überholt	אַלטמאָדיש
überholt	אַלטפֿרענקיש
Ameise	מוראַשקע
Ananas	אַנאַנאַס
Anarchismus	אנארכיזם
Andorra	אַנדאָראַ
angeboren	געבוירן
annähen	אַרױפֿנײען
aufnähen	אַרױפֿנײען
annehmen	קלערן
mutmaßen	קלערן
Ansicht	שמועה
Meinung	שמועה
Antarktis	אַנטאַרקטיקע
Anthropologe	אַנטראָפּאָלאָג
Apfel	עפּל
Apfelbaum	עפּל
Apfelholz	עפּל
Öpfel	עפּל
Aprikose	אַפּריקאָס
Marille	אַפּריקאָס
Ärger	כּעס
Ärger	געבייזער
Wut	כּעס
Wut	געבייזער
Zorn	כּעס
Zorn	געבייזער
Arie	אַריע
Armbanduhr	זייגער
Uhr	זייגער
Zeitmessgerät	זייגער
Arsch der Welt	העק
Einöde	העק
Hundetürkei	העק
Kartoffelsteppe	העק
Pampa	העק
Walachei	העק
Artikel	אַרטיקל
Artikel	סחורה
Gebrauchsgegenstand	אַרטיקל
Gebrauchsgegenstand	סחורה
Artikel	ארטיקל
Aserbaidschan	אַזערבײַדזשאַן
Asien	אַזיע
Athen	אַטען
Atombombe	אַטאָמישע באָמבע
A-Bombe	אַטאָמישע באָמבע
Aufruf	וואַל
Auswahl	וואַל
Wahl	וואַל
Aussonderung	וואַל
Anwahl	וואַל
Augenwimper	וויִע
Wimper	וויִע
Ausbildung	וויסן
Ausbildung	וויסנשאַפֿט
Bildung	וויסן
Bildung	וויסנשאַפֿט
Schulbildung	וויסן
Schulbildung	וויסנשאַפֿט
Australien	אויסטראליע
Auto	אויטאָ
Auto	אויטאָמאָביל
Automobil	אויטאָ
Automobil	אויטאָמאָביל
Kraftfahrzeug	אויטאָ
Kraftfahrzeug	אויטאָמאָביל
Kraftwagen	אויטאָ
Kraftwagen	אויטאָמאָביל
Personenkraftwagen	אויטאָ
Personenkraftwagen	אויטאָמאָביל
Personenwagen	אויטאָ
Personenwagen	אויטאָמאָביל
PKW	אויטאָ
PKW	אויטאָמאָביל
Pkw	אויטאָ
Pkw	אויטאָמאָביל
Wagen	אויטאָ
Wagen	אויטאָמאָביל
Auto	אויטאָ
Auto	אויטאָמאָביל
Automobil	אויטאָ
Automobil	אויטאָמאָביל
PKW	אויטאָ
PKW	אויטאָמאָביל
Wagen	אויטאָ
Wagen	אויטאָמאָביל
Auto	אויטאָ
Autotür	טיר
Pforte	טיר
Tür	טיר
Wagenschlag	טיר
Wagentür	טיר
Axt	האַק
Beil	האַק
Backfisch	צענערלינג
Bürschchen	צענערלינג
Heranwachsender	צענערלינג
Jugendliche	צענערלינג
Jugendlicher	צענערלינג
Jüngling	צענערלינג
Teenager	צענערלינג
Halbwüchsiger	צענערלינג
Heranwachsende	צענערלינג
Adoleszent	צענערלינג
Jüngelchen	צענערלינג
Teen	צענערלינג
Halbwüchsige	צענערלינג
Pubertäts…	צענערלינג
Jugend…	צענערלינג
Bahn	באַן
Eisenbahn	באַן
Balalaika	באַלאַלײַקע
baltisch	באַלטיש
Ostsee-	באַלטיש
Bangladesch	באַנגלאַדעש
Bangladesh	באַנגלאַדעש
Bank	באנק
Banknote	באַנקנאָט
Geldschein	באַנקנאָט
Bar	באַר
Bär	בער
Bär	בער
Bart	בארד
Baum	בוים
beanspruchen	פֿאָדערן
fordern	פֿאָדערן
verlangen	פֿאָדערן
Beere	יאַגדע
beißen	בײַסן
beißen	גריזשן
Bekleidung	קליידונג
Gewand	קליידונג
Kleid	קליידונג
Kleider	קליידונג
Kleidung	קליידונג
Kleidungsstück	קליידונג
Gewandung	קליידונג
Belgien	בעלגיע
Belize	בעליזע
Benedikt	בֶענֶעשׁ
benutzen	באַגיין זיך
gebrauchen	באַגיין זיך
berauscht	שיכּור
besoffen	שיכּור
betrunken	שיכּור
blau	שיכּור
sternhagelvoll	שיכּור
trunken	שיכּור
voll	שיכּור
alkoholisiert	שיכּור
stockbesoffen	שיכּור
stockbetrunken	שיכּור
sturzbesoffen	שיכּור
volltrunken	שיכּור
knülle	שיכּור
hackedicht	שיכּור
bezecht	שיכּור
bereitstellen	ליווערן
liefern	ליווערן
versorgen	ליווערן
zur Verfügung stellen	ליווערן
berichtigen	קאָרעקטירן
korrigieren	קאָרעקטירן
verbessern	קאָרעקטירן
Bermuda	בערמודע
Bibel	ביבל
Bibliothek	ביבליאטעק
Birne	באַר
Blase	בלאָז
Blätter	בלאַט
Blattwerk	בלאַט
Blumenblatt	בלאַט
Laub	בלאַט
Laubwerk	בלאַט
Grün	בלאַט
Federblatt	בלאַט
Ausziehplatte	בלאַט
Belaubung	בלאַט
Blätterwerk	בלאַט
Blei	בליי
Blinse	שמאָק
Blödmann	שמאָק
Blödsinniger	שמאָק
Depp	שמאָק
Dummkopf	שמאָק
Hornochse	שמאָק
Idiot	שמאָק
Idiotin	שמאָק
Kretin	שמאָק
Narr	שמאָק
Schwachkopf	שמאָק
Schwachsinnige	שמאָק
Schwachsinniger	שמאָק
Stumpfsinniger	שמאָק
Tor	שמאָק
Trottel	שמאָק
Hohlkopf	שמאָק
Trottel,	שמאָק
Tubel	שמאָק
Blitz	בליץ
Blume	בלום
Blüte	בלום
Blüte	צוויט
Blüte	בלי
Blüte	צװיט
Glanzzeit	צוויט
Glanzzeit	בלי
Glanzzeit	צװיט
Bohne	בעבל
Bohne	פֿאַסאָליע
Botschaft	אַמבאַסאַדע
Bottich	ביט
Brasilien	בראזיל
Brasilien	בראַזיל
Brei	קאָמפּאָט
Mus	קאָמפּאָט
breit	ברייט
weit	ברייט
Buchstabe	אות
Buchstabe	בוכשטאַב
Letter	אות
Letter	בוכשטאַב
Bulgarien	בולגאַריע
Burg	שלאָס
Burg	בורג
Festung	שלאָס
Festung	בורג
Schloss	שלאָס
Schloss	בורג
Butter	פּוטער
Butter	פּוטער
Champagner	שאַמפּאַניער
Sekt	שאַמפּאַניער
Charakteristik	כאַראַקטעריסטיק
Charakteristik	כאַראקטעריזירונג
Chile	טשילע
Christ	קריסט
Chriſt	קריסט
Chronologie	כראָנאָלאָגיע
Chuzpe	חוצפּה
Chuzpe	חוצפּה
Computer	קאָמפּיוטער
Rechner	קאָמפּיוטער
Dampfbad	שוויצבאָד
Dänemark	דענמארק
Decke	קאָלדרע
Decke	סופֿיט
Decke	סטעליע
Definition	דעפֿיניציע
Demokratie	דעמאקראטיע
denken	דענקען
denken	טראכטען
Denkspruch	שפּריכוואָרט
Denkspruch	וועלצווערטל
Sprichwort	שפּריכוואָרט
Sprichwort	וועלצווערטל
der Merkur	מערקור
Dez	דעצ
Diät	דיעטע
Dieb	גנבֿ
Dieb	לאַטכער
Dienstag	דינסטיק
Doktrin	דאָקטרין
Doktrin	לערע
Dorf	דאָרף
Dorsch	דאָרש
Dorsch	שטאָקפֿיש
Kabeljau	דאָרש
Kabeljau	שטאָקפֿיש
dreizehn	דרײַצן
dreizehn	דרײַצן
du	דו
Dummkopf	הונט
Einguss	הונט
Soundso	הונט
Durchfall	דורכפֿאַל
Durchfall	לאַקסירעכץ
durchsichtig	קלאָר
Ehrgeiz	אַמביציע
Ein gutes neues Jahr	גליקלעכן נייעם יאָר
Fröhliches neues Jahr	גליקלעכן נייעם יאָר
Guten Rutsch	גליקלעכן נייעם יאָר
Guten Rutsch ins neue Jahr	גליקלעכן נייעם יאָר
Gutes neues Jahr	גליקלעכן נייעם יאָר
frohes neues Jahr	גליקלעכן נייעם יאָר
Prosit Neujahr	גליקלעכן נייעם יאָר
einmal	איין מאָל
mal	איין מאָל
einreiben	אײַנרײַבן
reiben	אײַנרײַבן
einschalten	אָנשטעלן
einzig	איינציק
Eis	אײַז
erinnern	געדענקען
Erinnerung	אָנדענק
Erinnerung	דערמאָנונג
ermorden	אומברענגען
ermorden	טייטן
töten	אומברענגען
töten	טייטן
umbringen	אומברענגען
umbringen	טייטן
erpressen	שאַנטאַזש
Erscheinung	גײַסט
Erscheinung	רוח
Geist	גײַסט
Geist	רוח
Gespenst	גײַסט
Gespenst	רוח
Phantom	גײַסט
Phantom	רוח
Spuk	גײַסט
Spuk	רוח
es	עס
Esche	אַשבוים
Esche	אַשבוים
Eule	סאָווע
Europa	אײראָפּע
Europa	אייראפּע
extrem	עקסטרעם
Fähre	פּראָם
